mfl_id,name,merge_name,position,team,gsis_id,pfr_id,fantasypros_id,pff_id,sleeper_id,sportradar_id,nfl_id,espn_id,yahoo_id,fleaflicker_id,cbs_id,rotowire_id,rotoworld_id,ktc_id,cfbref_id,stats_id,stats_global_id,fantasy_data_id,swish_id,birthdate,age,draft_year,draft_round,draft_pick,draft_ovr,alt_name,twitter_username,height,weight,college,db_season
16174,Chris Rodriguez,chris rodriguez,RB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Kentucky,2023
16175,Roschon Johnson,roschon johnson,RB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Texas,2023
16176,Deuce Vaughn,deuce vaughn,RB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1391,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Kansas State,2023
16177,Travis Dye,travis dye,RB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,USC,2023
16178,Keaton Mitchell,keaton mitchell,RB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,East Carolina,2023
16179,DeWayne McBride,dewayne mcbride,RB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,UAB,2023
16180,Evan Hull,evan hull,RB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1395,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Northwestern,2023
16181,Chase Brown,chase brown,RB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1396,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Illinois,2023
16182,Cam Peoples,cam peoples,RB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Appalachian State,2023
16183,Jalin Hyatt,jalin hyatt,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1399,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Tennessee,2023
16184,Jayden Reed,jayden reed,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1419,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Michigan State,2023
16185,Jaxon Smith-Njigba,jaxon smith-njigba,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Ohio State,2023
16186,Jordan Addison,jordan addison,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,USC,2023
16187,Josh Downs,josh downs,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,North Carolina,2023
16188,Quentin Johnston,quentin johnston,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1441,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,TCU,2023
16189,Marvin Mims,marvin mims,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1442,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Oklahoma,2023
16190,Zay Flowers,zay flowers,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Boston College,2023
16191,Cedric Tillman,cedric tillman,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Tennessee,2023
16192,Parker Washington,parker washington,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Penn State,2023
16193,Kayshon Boutte,kayshon boutte,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,LSU,2023
16194,Rashee Rice,rashee rice,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1447,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,SMU,2023
16195,Dontayvion Wicks,dontayvion wicks,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Virginia,2023
16196,A.T. Perry,at perry,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Wake Forest,2023
16197,Jonathan Mingo,jonathan mingo,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Mississippi,2023
16198,Rakim Jarrett,rakim jarrett,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1451,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Maryland,2023
16199,Trey Palmer,trey palmer,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Nebraska,2023
16200,Dontay Demus,dontay demus,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Maryland,2023
16201,Xavier Hutchinson,xavier hutchinson,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Iowa State,2023
16202,Ronnie Bell,ronnie bell,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Michigan,2023
16203,Charlie Jones,charlie jones,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Purdue,2023
16204,Tank Dell,tank dell,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1438,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Houston,2023
16205,Tyler Scott,tyler scott,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Cincinnati,2023
16206,Michael Wilson,michael wilson,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Stanford,2023
16207,Andrei Iosivas,andrei iosivas,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Princeton,2023
16208,CJ Johnson,cj johnson,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,East Carolina,2023
16209,Jadon Haselwood,jadon haselwood,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Arkansas,2023
16210,Justin Shorter,justin shorter,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Florida,2023
16211,Puka Nacua,puka nacua,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,2023
16212,Michael Mayer,michael mayer,TE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1427,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Notre Dame,2023
16213,Dalton Kincaid,dalton kincaid,TE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Utah,2023
16214,Sam LaPorta,sam laporta,TE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1429,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Iowa,2023
16215,Luke Musgrave,luke musgrave,TE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Oregon State,2023
16216,Darnell Washington,darnell washington,TE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Georgia,2023
16217,Cameron Latu,cameron latu,TE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1432,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Alabama,2023
16218,Payne Durham,payne durham,TE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Purdue,2023
16219,Davis Allen,davis allen,TE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Clemson,2023
16220,Will Mallory,will mallory,TE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Miami,2023
16221,Luke Schoonmaker,luke schoonmaker,TE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Michigan,2023
16222,Tucker Kraft,tucker kraft,TE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,South Dakota State,2023
16223,Will Anderson,will anderson,DE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Alabama,2023
16224,Myles Murphy,myles murphy,DE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Clemson,2023
16225,BJ Ojulari,bj ojulari,DE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,LSU,2023
16226,Tyree Wilson,tyree wilson,DE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Texas Tech,2023
16227,Zach Harrison,zach harrison,DE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Ohio State,2023
16228,Nolan Smith,nolan smith,DE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Georgia,2023
16229,Andre Carter,andre carter,DE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Army,2023
16230,Luke Van Ness,luke van ness,DE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Iowa,2023
16231,Drew Sanders,drew sanders,DE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Arkansas,2023
16232,Mike Morris,mike morris,DE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Michigan,2023
16233,Jalen Carter,jalen carter,DT,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Georgia,2023
16234,Trenton Simpson,trenton simpson,LB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Clemson,2023
16235,Derick Hall,derick hall,LB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Auburn,2023
16236,Henry To'oTo'o,henry tootoo,LB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Alabama,2023
16237,Owen Pappoe,owen pappoe,LB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Auburn,2023
16238,Noah Sewell,noah sewell,LB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Oregon,2023
16239,Jack Campbell,jack campbell,LB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Iowa,2023
16240,Joey Porter Jr.,joey porter,CB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Penn State,2023
16241,Devon Witherspoon,devon witherspoon,CB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Illinois,2023
16242,Kelee Ringo,kelee ringo,CB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Georgia,2023
16243,Cam Smith,cam smith,CB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,South Carolina,2023
16244,Brian Branch,brian branch,S,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Alabama,2023
16245,Jordan Battle,jordan battle,S,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Alabama,2023
16246,Antonio Johnson,antonio johnson,S,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,Texas A&M,2023
16247,JL Skinner,jl skinner,S,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,2023
16249,Zack Kuntz,zack kuntz,TE,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,80,245,Old Dominion,2023
16250,Joseph Ngata,joseph ngata,WR,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17085,NA,NA,NA,NA,0,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,75,220,Clemson,2023
16251,Christian Gonzalez,christian gonzalez,CB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16683,NA,NA,NA,NA,0,NA,NA,2002-06-28,20.8,2023,NA,NA,NA,NA,NA,74,197,Oregon,2023
15691,Matt Corral,matt corral,QB,CAR,00-0038132,CorrMa00,23028,NA,8164,d7f4a7fe-86b6-44d8-8944-58271f1299b1,NA,4362874,NA,NA,2961962,15865,NA,1292,NA,34050,0,NA,1105824,1999-01-31,24.2,2022,3,30,94,NA,NA,73,205,Mississippi,2023
15695,Carson Strong,carson strong,QB,FA,NA,NA,23042,NA,8158,b6059220-ce1b-11ec-bebb-4fec1e38b0e5,NA,NA,NA,NA,2963002,15851,NA,1211,NA,34385,0,NA,1112575,1999-09-14,23.6,2022,NA,NA,NA,NA,NA,75,226,Nevada,2023
15700,Kaleb Eleby,kaleb eleby,QB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2966363,15970,NA,NA,NA,NA,0,NA,NA,2000-03-13,23.1,2022,NA,NA,NA,NA,NA,73,208,Western Michigan,2023
15701,Chase Garbers,chase garbers,QB,LVR,00-0037507,NA,22919,NA,8431,f0a26520-d3a2-11ec-96a0-c3471a31202c,NA,NA,NA,NA,2770158,16436,NA,NA,NA,34545,0,NA,974916,1999-06-06,23.9,2022,NA,NA,NA,NA,NA,74,225,California,2023
15703,Drew Plitt,drew plitt,QB,FA,NA,NA,24201,NA,8915,8b9015a0-0db9-11ed-b0b0-c73f592df813,NA,NA,NA,NA,2252376,16636,NA,NA,NA,34707,0,NA,927353,1998-01-09,25.3,2022,NA,NA,NA,NA,NA,74,216,Ball State,2023
15704,Jack Coan,jack coan,QB,FA,NA,NA,20075,NA,8201,4ca348c0-d395-11ec-96a0-c3471a31202c,NA,NA,NA,NA,2804446,15968,NA,NA,NA,34481,0,NA,976563,1998-12-09,24.3,2022,NA,NA,NA,NA,NA,75,223,Notre Dame,2023
15705,D'Eriq King,deriq king,QB,FA,NA,NA,19783,NA,8199,ead606a0-cfe8-11ec-8762-8dfa2bbad12c,NA,NA,NA,NA,2247544,15971,NA,NA,NA,34425,0,NA,921395,1997-08-24,25.6,2022,NA,NA,NA,NA,NA,71,202,Miami,2023
15706,Dustin Crum,dustin crum,QB,FA,NA,NA,24101,NA,8212,a4c7d8a0-ce0d-11ec-8f7c-f5226825ea6a,NA,NA,NA,NA,2867334,15969,NA,NA,NA,34433,0,NA,1060005,1999-01-05,24.3,2022,NA,NA,NA,NA,NA,75,207,Kent State,2023
